

"Alarm Records -- Current Alarms"
"Save Time: 2026-03-09 11:30:39"
"Username: fraser.msusa"
"Maintenance Status is in NORMAL.
Alarm source = CLOUDUSN,csdb@CLOUDUSN,csdb@LMB_vUSN01,cslb@CLOUDUSN,cslb@LMB_vUSN01..."

" ","Severity","Alarm ID","Name","NE Type","Alarm Source","MO Name","Location Information","Occurrence Times","First Occurred (NT)","Last Occurred (NT)","Cleared On (NT)","Acknowledged On (ST)","Cleared By","Acknowledged By","Clearance Status","RRU Name","CELL Name","Acknowledgement Status","BBU Name","eNodeB ID","gNodeB ID","Log Serial Number","User Label","Equipment Alarm Serial Number","Additional Information","Maintenance Status","Subnet"
"		-","Major","80589","S1ap Link Down","vUSN","LMB_vUSN01","link","Mobile Country Code=650, Mobile Network Code=01, eNodeB Type=MACRO, eNodeB Id=110149","1","2026-03-08 14:29:11","2026-03-08 14:29:11","		-","		-","		-","		-","Uncleared","		-","		-","Unacknowledged","		-","		-","		-","592451149","		-","1301707","RU Name=LINK_SP_RU_0065, Process Type=SGP, Process No.=1, eNodeB Name=TN43025-4G-SANDAMA, eNodeB IP Address 1=10.250.102.114, eNodeB IP Address 2=0.0.0.0, eNodeB port=35000, VM NAME=SPU_O_0075, Physical VM ID=5f3e6dbc-d3ff-41cb-ab1f-173bb0b3888b","NORMAL","ROOT"
"		-","Major","80589","S1ap Link Down","vUSN","CLOUDUSN","link","Mobile Country Code=650, Mobile Network Code=01, eNodeB Type=MACRO, eNodeB Id=110149","1","2026-03-08 14:28:33","2026-03-08 14:28:33","		-","		-","		-","		-","Uncleared","		-","		-","Unacknowledged","		-","		-","		-","592451090","		-","4066430","RU Name=LINK_SP_RU_0064, Process Type=SGP, Process No.=1, eNodeB Name=TN43025-4G-SANDAMA, eNodeB IP Address 1=10.250.102.114, eNodeB IP Address 2=0.0.0.0, eNodeB port=35000, VM NAME=SPU_O_0068, Physical VM ID=92903fd0-af87-42db-baf0-8551ae70dfbb","NORMAL","ROOT"
"		-","Major","80610","GTPC Tunnel Path Broken","vUSN","CLOUDUSN","link","Local IP=41.78.251.10, Peer IP=10.205.186.107, Path Interface type=GTP path EPC","1","2026-03-08 04:39:16","2026-03-08 04:39:16","		-","		-","		-","		-","Uncleared","		-","		-","Unacknowledged","		-","		-","		-","592388911","		-","4065290","Process Type=UPP, Interface Between the PLMN NEs=S10, VM NAME=SPU_O_0069, Physical VM ID=ba96d681-0b6d-470b-9108-66c054b767f4","NORMAL","ROOT"
"		-","Major","80610","GTPC Tunnel Path Broken","vUSN","CLOUDUSN","link","Local IP=41.78.251.10, Peer IP=10.205.140.107, Path Interface type=GTP path EPC","1","2026-03-07 03:14:43","2026-03-07 03:14:43","		-","		-","		-","		-","Uncleared","		-","		-","Unacknowledged","		-","		-","		-","592224053","		-","4062536","Process Type=UPP, Interface Between the PLMN NEs=S10, VM NAME=SPU_O_0069, Physical VM ID=ba96d681-0b6d-470b-9108-66c054b767f4","NORMAL","ROOT"
"		-","Major","80589","S1ap Link Down","vUSN","LMB_vUSN01","link","Mobile Country Code=650, Mobile Network Code=01, eNodeB Type=MACRO, eNodeB Id=120101","1","2026-03-07 02:26:37","2026-03-07 02:26:37","		-","		-","		-","		-","Uncleared","		-","		-","Unacknowledged","		-","		-","		-","592220517","		-","1298230","RU Name=LINK_SP_RU_0066, Process Type=SGP, Process No.=5, eNodeB Name=TN40171-4G-Livingstone-FCB-IBS, eNodeB IP Address 1=10.250.111.26, eNodeB IP Address 2=0.0.0.0, eNodeB port=35000, VM NAME=SPU_O_0076, Physical VM ID=13dcffc4-34bc-45b5-b492-4ecbe11f683e","NORMAL","ROOT"
"		-","Major","80589","S1ap Link Down","vUSN","CLOUDUSN","link","Mobile Country Code=650, Mobile Network Code=01, eNodeB Type=MACRO, eNodeB Id=120101","1","2026-03-07 02:25:40","2026-03-07 02:25:40","		-","		-","		-","		-","Uncleared","		-","		-","Unacknowledged","		-","		-","		-","592220435","		-","4062413","RU Name=LINK_SP_RU_0065, Process Type=SGP, Process No.=1, eNodeB Name=TN40171-4G-Livingstone-FCB-IBS, eNodeB IP Address 1=10.250.111.26, eNodeB IP Address 2=0.0.0.0, eNodeB port=35000, VM NAME=SPU_O_0069, Physical VM ID=ba96d681-0b6d-470b-9108-66c054b767f4","NORMAL","ROOT"
"		-","Major","80610","GTPC Tunnel Path Broken","vUSN","CLOUDUSN","link","Local IP=41.78.251.10, Peer IP=196.201.211.85, Path Interface type=GTP path GU","1","2026-03-04 21:35:51","2026-03-04 21:35:51","		-","		-","		-","		-","Uncleared","		-","		-","Unacknowledged","		-","		-","		-","591903834","		-","4054028","Process Type=UPP, Interface Between the PLMN NEs=Gp, VM NAME=SPU_O_0069, Physical VM ID=ba96d681-0b6d-470b-9108-66c054b767f4","NORMAL","ROOT"
"		-","Major","80610","GTPC Tunnel Path Broken","vUSN","CLOUDUSN","link","Local IP=41.78.251.10, Peer IP=196.201.211.137, Path Interface type=GTP path GU","1","2026-03-04 21:35:12","2026-03-04 21:35:12","		-","		-","		-","		-","Uncleared","		-","		-","Unacknowledged","		-","		-","		-","591903628","		-","4054023","Process Type=UPP, Interface Between the PLMN NEs=Gp, VM NAME=SPU_O_0069, Physical VM ID=ba96d681-0b6d-470b-9108-66c054b767f4","NORMAL","ROOT"
"		-","Major","80610","GTPC Tunnel Path Broken","vUSN","CLOUDUSN","link","Local IP=41.78.251.10, Peer IP=196.201.211.128, Path Interface type=GTP path GU","1","2026-03-04 21:34:48","2026-03-04 21:34:48","		-","		-","		-","		-","Uncleared","		-","		-","Unacknowledged","		-","		-","		-","591903479","		-","4054021","Process Type=UPP, Interface Between the PLMN NEs=Gp, VM NAME=SPU_O_0069, Physical VM ID=ba96d681-0b6d-470b-9108-66c054b767f4","NORMAL","ROOT"
"		-","Major","80610","GTPC Tunnel Path Broken","vUSN","CLOUDUSN","link","Local IP=41.78.251.10, Peer IP=196.201.220.166, Path Interface type=GTP path GU","1","2026-03-04 21:34:46","2026-03-04 21:34:46","		-","		-","		-","		-","Uncleared","		-","		-","Unacknowledged","		-","		-","		-","591903450","		-","4053988","Process Type=UPP, Interface Between the PLMN NEs=Gp, VM NAME=SPU_O_0069, Physical VM ID=ba96d681-0b6d-470b-9108-66c054b767f4","NORMAL","ROOT"
